Time(Seconds), RemainingCapacity(Ah) 
0.0,1.6600234508514404
1.0,1.6600234508514404
2.0,1.6600234508514404
3.0,1.6600234508514404
4.0,1.6600234508514404
5.0,1.6600234508514404
6.0,1.6600234508514404
7.0,1.6600234508514404
8.0,1.6600234508514404
9.0,1.6600234508514404
10.0,1.6600234508514404
11.0,1.6600234508514404
12.0,1.6600234508514404
13.0,1.6600234508514404
14.0,1.6600234508514404
15.0,1.6600234508514404
16.0,1.6600234508514404
17.0,1.6600234508514404
18.0,1.6600234508514404
19.0,1.6600234508514404
20.0,1.6600234508514404
21.0,1.6600234508514404
22.0,1.6600234508514404
23.0,1.6600234508514404
24.0,1.6600234508514404
25.0,1.6600234508514404
26.0,1.6600234508514404
27.0,1.6600234508514404
28.0,1.6600234508514404
29.0,1.6600234508514404
30.0,1.6600234508514404
31.0,1.6600234508514404
32.0,1.6600234508514404
33.0,1.6600234508514404
34.0,1.6600234508514404
35.0,1.6600234508514404
36.0,1.6600234508514404
37.0,1.6600234508514404
38.0,1.6600234508514404
39.0,1.6600234508514404
40.0,1.6600234508514404
41.0,1.6600234508514404
42.0,1.6600234508514404
43.0,1.6600234508514404
44.0,1.6600234508514404
45.0,1.6600234508514404
46.0,1.6600234508514404
47.0,1.6600234508514404
48.0,1.6600234508514404
49.0,1.6600234508514404
50.0,1.6600234508514404
51.0,1.6600234508514404
52.0,1.6600234508514404
53.0,1.6600234508514404
54.0,1.6600234508514404
55.0,1.6600234508514404
56.0,1.6600234508514404
57.0,1.6600234508514404
58.0,1.6600234508514404
59.0,1.6600234508514404
60.0,1.6600234508514404
61.0,1.6600234508514404
62.0,1.6600234508514404
63.0,1.6600234508514404
64.0,1.6600234508514404
65.0,1.6600234508514404
66.0,1.6600234508514404
67.0,1.6600234508514404
68.0,1.6600234508514404
69.0,1.6600234508514404
70.0,1.6600234508514404
71.0,1.6600234508514404
72.0,1.6600234508514404
73.0,1.6600234508514404
74.0,1.6600234508514404
75.0,1.6600234508514404
76.0,1.6600234508514404
77.0,1.6600234508514404
78.0,1.6600234508514404
79.0,1.6600234508514404
80.0,1.6600234508514404
