Time(Seconds), RemainingCapacity(Ah) 
0.0,1.6821963787078855
1.0,1.6821963787078855
2.0,1.6821963787078855
3.0,1.6821963787078855
4.0,1.6821963787078855
5.0,1.6821963787078855
6.0,1.6821963787078855
7.0,1.6821963787078855
8.0,1.6821963787078855
9.0,1.6821963787078855
10.0,1.6821963787078855
11.0,1.6821963787078855
12.0,1.6821963787078855
13.0,1.6821963787078855
14.0,1.6821963787078855
15.0,1.6821963787078855
16.0,1.6821963787078855
17.0,1.6821963787078855
18.0,1.6821963787078855
19.0,1.6821963787078855
20.0,1.6821963787078855
21.0,1.6821963787078855
22.0,1.6821963787078855
23.0,1.6821963787078855
24.0,1.6821963787078855
25.0,1.6821963787078855
26.0,1.6821963787078855
27.0,1.6821963787078855
28.0,1.6821963787078855
29.0,1.6821963787078855
30.0,1.6821963787078855
31.0,1.6821963787078855
32.0,1.6821963787078855
33.0,1.6821963787078855
34.0,1.6821963787078855
35.0,1.6821963787078855
36.0,1.6821963787078855
37.0,1.6821963787078855
38.0,1.6821963787078855
39.0,1.6821963787078855
40.0,1.6821963787078855
41.0,1.6821963787078855
42.0,1.6821963787078855
43.0,1.6821963787078855
44.0,1.6821963787078855
45.0,1.6821963787078855
46.0,1.6821963787078855
47.0,1.6821963787078855
48.0,1.6821963787078855
49.0,1.6821963787078855
50.0,1.6821963787078855
51.0,1.6821963787078855
52.0,1.6821963787078855
53.0,1.6821963787078855
54.0,1.6821963787078855
55.0,1.6821963787078855
56.0,1.6821963787078855
57.0,1.6821963787078855
58.0,1.6821963787078855
59.0,1.6821963787078855
60.0,1.6821963787078855
61.0,1.6821963787078855
62.0,1.6821963787078855
63.0,1.6821963787078855
64.0,1.6821963787078855
65.0,1.6821963787078855
66.0,1.6821963787078855
67.0,1.6821963787078855
68.0,1.6821963787078855
69.0,1.6821963787078855
70.0,1.6821963787078855
71.0,1.6821963787078855
72.0,1.6821963787078855
73.0,1.6821963787078855
74.0,1.6821963787078855
75.0,1.6821963787078855
76.0,1.6821963787078855
77.0,1.6821963787078855
78.0,1.6821963787078855
79.0,1.6821963787078855
80.0,1.6821963787078855
81.0,1.6821963787078855
82.0,1.6821963787078855
83.0,1.6821963787078855
84.0,1.6821963787078855
85.0,1.6821963787078855
86.0,1.6821963787078855
87.0,1.6821963787078855
88.0,1.6821963787078855
89.0,1.6821963787078855
90.0,1.6821963787078855
91.0,1.6821963787078855
92.0,1.6821963787078855
93.0,1.6821963787078855
94.0,1.6821963787078855
95.0,1.6821963787078855
96.0,1.6821963787078855
97.0,1.6821963787078855
98.0,1.6821963787078855
99.0,1.6821963787078855
100.0,1.6821963787078855
101.0,1.7355365753173828
102.0,1.7355365753173828
103.0,1.7355365753173828
104.0,1.7355365753173828
105.0,1.7355365753173828
106.0,1.7355365753173828
107.0,1.7355365753173828
108.0,1.7355365753173828
109.0,1.7355365753173828
110.0,1.7355365753173828
111.0,1.7355365753173828
112.0,1.7355365753173828
113.0,1.7355365753173828
114.0,1.7355365753173828
115.0,1.7355365753173828
116.0,1.7355365753173828
117.0,1.7355365753173828
118.0,1.7355365753173828
119.0,1.7355365753173828
120.0,1.7355365753173828
121.0,1.7355365753173828
122.0,1.7355365753173828
123.0,1.7355365753173828
124.0,1.7355365753173828
125.0,1.7355365753173828
126.0,1.7355365753173828
127.0,1.7355365753173828
128.0,1.7355365753173828
129.0,1.7355365753173828
130.0,1.7355365753173828
131.0,1.7355365753173828
132.0,1.7355365753173828
133.0,1.7355365753173828
134.0,1.7355365753173828
135.0,1.7355365753173828
136.0,1.7355365753173828
137.0,1.7355365753173828
138.0,1.7355365753173828
139.0,1.7355365753173828
140.0,1.7355365753173828
141.0,1.7355365753173828
142.0,1.7355365753173828
143.0,1.7355365753173828
