spi_time,coil_temp_filtered
0.0,0.03
10.0,0.0
20.0,0.035
30.0,0.075
40.0,0.04
50.0,0.075
60.0,0.06
70.0,0.08
80.0,0.0949999999999999
90.0,0.065
100.0,0.13
110.0,0.075
120.0,0.0999999999999999
130.0,0.1099999999999999
140.0,0.1049999999999999
150.0,0.14
160.0,0.085
170.0,0.1149999999999999
180.0,0.125
190.0,0.0949999999999999
200.0,0.13
210.0,0.0999999999999999
220.0,0.14
230.0,0.13
240.0,0.0949999999999999
250.0,0.12
260.0,0.13
270.0,0.12
280.0,0.16
290.0,0.0999999999999999
300.0,0.125
310.0,0.14
320.0,0.1099999999999999
330.0,0.13
340.0,0.14
350.0,0.0999999999999999
360.0,0.16
370.0,0.12
380.0,0.13
390.0,0.135
400.0,0.13
410.0,0.17
420.0,0.1099999999999999
430.0,0.13
440.0,0.135
450.0,0.13
460.0,0.14
470.0,0.1149999999999999
480.0,0.15
490.0,0.145
500.0,0.14
510.0,0.15
520.0,0.12
530.0,0.16
540.0,0.12
550.0,0.135
560.0,0.15
570.0,0.1149999999999999
580.0,0.175
590.0,0.13
600.0,0.14
610.0,0.155
620.0,0.17
630.0,0.15
640.0,0.185
650.0,0.2149999999999999
660.0,0.205
670.0,0.18
680.0,0.175
690.0,0.235
700.0,0.2199999999999999
710.0,0.205
720.0,0.2249999999999999
730.0,0.24
740.0,0.2299999999999999
750.0,0.21
760.0,0.2249999999999999
770.0,0.26
780.0,0.2199999999999999
790.0,0.2149999999999999
800.0,0.235
810.0,0.275
820.0,0.24
830.0,0.21
840.0,0.2299999999999999
850.0,0.28
860.0,0.25
870.0,0.2299999999999999
880.0,0.24
890.0,0.27
900.0,0.235
910.0,0.2199999999999999
920.0,0.265
930.0,0.25
940.0,0.25
950.0,0.2249999999999999
960.0,0.25
970.0,0.26
980.0,0.24
990.0,0.2249999999999999
1000.0,0.25
1010.0,0.26
1020.0,0.25
1030.0,0.2249999999999999
1040.0,0.26
1050.0,0.27
1060.0,0.275
1070.0,0.235
1080.0,0.265
1090.0,0.28
1100.0,0.265
1110.0,0.24
1120.0,0.245
1130.0,0.275
1140.0,0.27
1150.0,0.24
1160.0,0.26
1170.0,0.275
1180.0,0.31
1190.0,0.255
1200.0,0.265
1210.0,0.275
1220.0,0.31
1230.0,0.3350000000000001
1240.0,0.385
1250.0,0.44
1260.0,0.455
1270.0,0.48
1280.0,0.455
1290.0,0.495
1300.0,0.47
1310.0,0.48
1320.0,0.5250000000000001
1330.0,0.49
1340.0,0.505
1350.0,0.5549999999999999
1360.0,0.51
1370.0,0.55
1380.0,0.52
1390.0,0.5349999999999999
1400.0,0.53
1410.0,0.565
1420.0,0.53
1430.0,0.54
1440.0,0.55
1450.0,0.56
1460.0,0.56
1470.0,0.585
1480.0,0.5700000000000001
1490.0,0.5700000000000001
1500.0,0.56
1510.0,0.565
1520.0,0.5349999999999999
1530.0,0.55
1540.0,0.575
1550.0,0.5700000000000001
1560.0,0.585
1570.0,0.5800000000000001
1580.0,0.615
1590.0,0.585
1600.0,0.6200000000000001
1610.0,0.5900000000000001
1620.0,0.6100000000000001
1630.0,0.635
1640.0,0.6000000000000001
1650.0,0.595
1660.0,0.56
1670.0,0.5900000000000001
1680.0,0.56
1690.0,0.5900000000000001
1700.0,0.5900000000000001
1710.0,0.6300000000000001
1720.0,0.605
1730.0,0.615
1740.0,0.6100000000000001
1750.0,0.6500000000000001
1760.0,0.5900000000000001
1770.0,0.6100000000000001
1780.0,0.615
1790.0,0.625
1800.0,0.645
1810.0,0.615
1820.0,0.5449999999999999
1830.0,0.5549999999999999
1840.0,0.53
1850.0,0.48
1860.0,0.5
1870.0,0.48
1880.0,0.425
1890.0,0.45
1900.0,0.445
1910.0,0.395
1920.0,0.42
1930.0,0.44
1940.0,0.395
1950.0,0.38
1960.0,0.44
1970.0,0.38
1980.0,0.365
1990.0,0.395
2000.0,0.43
2010.0,0.4
2020.0,0.39
2030.0,0.36
2040.0,0.38
2050.0,0.395
2060.0,0.365
2070.0,0.355
2080.0,0.385
2090.0,0.395
2100.0,0.41
2110.0,0.36
2120.0,0.385
2130.0,0.395
2140.0,0.375
2150.0,0.38
2160.0,0.405
2170.0,0.385
2180.0,0.355
2190.0,0.425
2200.0,0.39
2210.0,0.36
2220.0,0.39
2230.0,0.42
2240.0,0.395
2250.0,0.375
2260.0,0.39
2270.0,0.42
2280.0,0.42
2290.0,0.38
2300.0,0.36
2310.0,0.395
2320.0,0.395
2330.0,0.36
2340.0,0.39
2350.0,0.4
2360.0,0.395
2370.0,0.405
2380.0,0.425
2390.0,0.375
2400.0,0.375
2410.0,0.435
2420.0,0.415
2430.0,0.36
2440.0,0.365
2450.0,0.375
2460.0,0.3400000000000001
2470.0,0.35
2480.0,0.375
2490.0,0.355
2500.0,0.3350000000000001
2510.0,0.3400000000000001
2520.0,0.325
2530.0,0.37
2540.0,0.345
2550.0,0.33
2560.0,0.36
2570.0,0.3
2580.0,0.33
2590.0,0.33
2600.0,0.325
2610.0,0.3350000000000001
2620.0,0.295
2630.0,0.35
2640.0,0.31
2650.0,0.325
2660.0,0.325
2670.0,0.32
2680.0,0.325
2690.0,0.295
2700.0,0.315
2710.0,0.3400000000000001
2720.0,0.3
2730.0,0.33
2740.0,0.31
2750.0,0.32
2760.0,0.3350000000000001
2770.0,0.325
2780.0,0.35
2790.0,0.295
2800.0,0.325
2810.0,0.3
2820.0,0.32
2830.0,0.33
2840.0,0.3
2850.0,0.365
2860.0,0.325
2870.0,0.325
2880.0,0.33
2890.0,0.305
2900.0,0.355
2910.0,0.305
2920.0,0.325
2930.0,0.3400000000000001
2940.0,0.3
2950.0,0.3400000000000001
2960.0,0.315
2970.0,0.345
2980.0,0.3400000000000001
2990.0,0.325
3000.0,0.35
3010.0,0.3
3020.0,0.35
3030.0,0.37
3040.0,0.38
3050.0,0.395
3060.0,0.385
3070.0,0.405
3080.0,0.42
3090.0,0.415
3100.0,0.43
