Time(Seconds), RemainingCapacity(Ah) 
0.0,1.7710835933685305
1.0,1.7710835933685305
2.0,1.7710835933685305
3.0,1.7710835933685305
4.0,1.7710835933685305
5.0,1.7710835933685305
6.0,1.7710835933685305
7.0,1.7710835933685305
8.0,1.7710835933685305
9.0,1.7710835933685305
10.0,1.7710835933685305
11.0,1.7710835933685305
12.0,1.7710835933685305
13.0,1.7710835933685305
14.0,1.7710835933685305
15.0,1.7710835933685305
16.0,1.7710835933685305
17.0,1.7710835933685305
18.0,1.7710835933685305
19.0,1.7710835933685305
20.0,1.7710835933685305
21.0,1.7710835933685305
22.0,1.7710835933685305
23.0,1.7710835933685305
24.0,1.7710835933685305
25.0,1.7710835933685305
26.0,1.7710835933685305
27.0,1.7710835933685305
28.0,1.7710835933685305
29.0,1.7710835933685305
30.0,1.7710835933685305
31.0,1.7710835933685305
32.0,1.7710835933685305
33.0,1.7710835933685305
34.0,1.7710835933685305
35.0,1.7710835933685305
36.0,1.7710835933685305
37.0,1.7710835933685305
38.0,1.7710835933685305
39.0,1.7710835933685305
40.0,1.7710835933685305
41.0,1.7710835933685305
42.0,1.7710835933685305
43.0,1.7710835933685305
44.0,1.7710835933685305
45.0,1.7710835933685305
46.0,1.7710835933685305
47.0,1.7710835933685305
48.0,1.7710835933685305
49.0,1.7710835933685305
50.0,1.7710835933685305
51.0,1.7710835933685305
52.0,1.7710835933685305
53.0,1.7710835933685305
54.0,1.7710835933685305
55.0,1.7710835933685305
56.0,1.7710835933685305
57.0,1.7710835933685305
58.0,1.7710835933685305
59.0,1.7710835933685305
60.0,1.7710835933685305
61.0,1.7710835933685305
62.0,1.7710835933685305
63.0,1.7710835933685305
64.0,1.7710835933685305
65.0,1.7710835933685305
66.0,1.7710835933685305
67.0,1.7710835933685305
68.0,1.7710835933685305
69.0,1.7710835933685305
70.0,1.7710835933685305
71.0,1.7710835933685305
72.0,1.7710835933685305
73.0,1.7710835933685305
74.0,1.7710835933685305
75.0,1.7710835933685305
76.0,1.7710835933685305
77.0,1.7710835933685305
78.0,1.7710835933685305
79.0,1.7710835933685305
80.0,1.7710835933685305
81.0,1.7710835933685305
82.0,1.7710835933685305
83.0,1.7710835933685305
84.0,1.7710835933685305
85.0,1.7710835933685305
86.0,1.7710835933685305
87.0,1.7710835933685305
88.0,1.7710835933685305
89.0,1.7710835933685305
90.0,1.7710835933685305
91.0,1.7710835933685305
92.0,1.7710835933685305
93.0,1.7710835933685305
94.0,1.7710835933685305
95.0,1.7710835933685305
96.0,1.7710835933685305
97.0,1.7710835933685305
98.0,1.7710835933685305
99.0,1.7710835933685305
100.0,1.7710835933685305
101.0,1.5186223983764648
102.0,1.5186223983764648
103.0,1.5186223983764648
104.0,1.5186223983764648
105.0,1.5186223983764648
106.0,1.5186223983764648
107.0,1.5186223983764648
108.0,1.5186223983764648
109.0,1.5186223983764648
110.0,1.5186223983764648
111.0,1.5186223983764648
112.0,1.5186223983764648
113.0,1.5186223983764648
114.0,1.5186223983764648
115.0,1.5186223983764648
116.0,1.5186223983764648
117.0,1.5186223983764648
118.0,1.5186223983764648
119.0,1.5186223983764648
120.0,1.5186223983764648
121.0,1.5186223983764648
122.0,1.5186223983764648
123.0,1.5186223983764648
124.0,1.5186223983764648
125.0,1.5186223983764648
126.0,1.5186223983764648
127.0,1.5186223983764648
128.0,1.5186223983764648
129.0,1.5186223983764648
130.0,1.5186223983764648
131.0,1.5186223983764648
132.0,1.5186223983764648
133.0,1.5186223983764648
134.0,1.5186223983764648
135.0,1.5186223983764648
136.0,1.5186223983764648
137.0,1.5186223983764648
138.0,1.5186223983764648
139.0,1.5186223983764648
140.0,1.5186223983764648
141.0,1.5186223983764648
142.0,1.5186223983764648
143.0,1.5186223983764648
144.0,1.5186223983764648
145.0,1.5186223983764648
146.0,1.5186223983764648
147.0,1.5186223983764648
148.0,1.5186223983764648
149.0,1.5186223983764648
150.0,1.5186223983764648
151.0,1.5186223983764648
152.0,1.5186223983764648
153.0,1.5186223983764648
154.0,1.5186223983764648
155.0,1.5186223983764648
156.0,1.5186223983764648
157.0,1.5186223983764648
158.0,1.5186223983764648
159.0,1.5186223983764648
160.0,1.5186223983764648
161.0,1.5186223983764648
162.0,1.5186223983764648
163.0,1.5186223983764648
164.0,1.5186223983764648
165.0,1.5186223983764648
166.0,1.5186223983764648
167.0,1.5186223983764648
168.0,1.5186223983764648
169.0,1.5186223983764648
170.0,1.5186223983764648
171.0,1.5186223983764648
172.0,1.5186223983764648
173.0,1.5186223983764648
174.0,1.5186223983764648
175.0,1.5186223983764648
176.0,1.5186223983764648
177.0,1.5186223983764648
178.0,1.5186223983764648
179.0,1.5186223983764648
180.0,1.5186223983764648
181.0,1.5186223983764648
182.0,1.5186223983764648
183.0,1.5186223983764648
184.0,1.5186223983764648
185.0,1.5186223983764648
186.0,1.5186223983764648
187.0,1.5186223983764648
188.0,1.5186223983764648
189.0,1.5186223983764648
190.0,1.5186223983764648
191.0,1.5186223983764648
192.0,1.5186223983764648
193.0,1.5186223983764648
194.0,1.5186223983764648
195.0,1.5186223983764648
196.0,1.5186223983764648
197.0,1.5186223983764648
198.0,1.5186223983764648
199.0,1.5186223983764648
200.0,1.5186223983764648
